,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Company Type,Status
66,N/A,N/A,bf-b,N/A,N/A,N/A,N/A,N/A,N/A,33.52,7.66,16.43,0.00,33.47,3060000000.0,3060000000.0,7.93,23410000000.0,33.52,29.18,3.45,0.00,0.00,0.00,2020000000.0,0.00,N/A,1.81,2230000000.0,2020000000.0,2230000000.0,2230000000.0,2230000000.0,3.69,3.69,378620000.0,0.78,3910000.0,3910000.0,N/A,8.2,3.60,N/A,Financials,status
67,N/A,N/A,bhi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Financials,status
68,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,N/A,15.09,0.47,4.20,0.00,5.34,5210000000.0,5210000000.0,119.94,2470000000.0,15.09,12.88,1.00,0.00,0.00,0.00,2100000000.0,0.00,N/A,3.86,58010000.0,2100000000.0,58010000.0,371900000.0,371900000.0,13.86,13.86,297460000.0,0.39,1.13,131.54,N/A,0.00,0.00,N/A,Financials,status
69,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,N/A,20.96,5.70,5.83,0.00,47.02,11840000000.0,11840000000.0,55.35,67540000000.00001,20.96,13.41,2.28,0.00,0.00,0.00,9970000000.0,0.00,N/A,15.24,3510000000.0,9970000000.0,3510000000.0,6510000000.0,6510000000.0,54.79,54.79,4550000000.0,0.48,0.29,91.27,N/A,2.28,1.45,N/A,Health Care,status
70,N/A,N/A,bk,N/A,N/A,N/A,N/A,N/A,N/A,16.15,3.57,1.54,0.00,33.84,15620000000.0,15620000000.0,15.00,55760000000.0,16.15,13.96,1.78,0.00,0.00,0.00,15170000000.0,0.00,N/A,3.37,129090000000.0,15170000000.0,129090000000.0,68970000000.0,68970000000.0,35.26,35.26,8039999999.999999,1.16,0.00,0.00,N/A,1.68,0.78,N/A,Financials,status
71,N/A,N/A,bks,N/A,N/A,N/A,N/A,N/A,N/A,19.09,0.13,0.87,0.00,1.15,3770000000.0,3770000000.0,52.19,486730000.0,19.09,11.96,1.38,0.00,0.00,0.00,1210000000.0,0.00,N/A,0.35,11320000.0,1210000000.0,11320000.0,242830000.0,242830000.0,7.66,7.66,90480000.0,1.77,23.23,70.26,N/A,3.83,10.42,N/A,Financials,status
72,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,N/A,23.52,6.80,2.76,0.00,42.23,11910000000.0,11910000000.0,73.21,81040000000.0,23.52,19.75,1.50,0.00,0.00,0.00,10950000000.0,0.00,N/A,21.35,6890000000.0,10950000000.0,6890000000.0,182.21,182.21,182.21,182.21,3680000000.0,1.71,3.61,88.57,N/A,3.18,1.65,N/A,Financials,status
73,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,N/A,56.37,1.29,3.88,0.00,8.82,10760000000.0,10760000000.0,30.74,13910000000.0,56.37,17.13,1.75,0.00,0.00,0.00,1760000000.0,0.00,N/A,0.70,7560000000.0,1760000000.0,7560000000.0,7560000000.0,7560000000.0,10.25,10.25,1370000000.0,0.99,0.82,92.91,N/A,11.26,5.79,N/A,Materials,status
74,N/A,N/A,bmc,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Materials,status
75,N/A,N/A,bms,N/A,N/A,N/A,N/A,N/A,N/A,20.98,1.05,3.38,0.00,9.70,4030000000.0000005,4030000000.0000005,43.72,4219999999.9999995,20.98,17.42,3.88,0.00,0.00,0.00,866200000.0,0.00,N/A,2.22,44700000.0,866200000.0,44700000.0,1550000000.0,1550000000.0,13.75,13.75,388500000.0,0.87,1.12,79.42,N/A,3.93,2.99,N/A,Materials,status
76,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,N/A,23.10,5.03,7.06,0.00,26.44,20570000000.0,20570000000.0,12.43,103500000000.0,23.10,19.46,1.94,0.00,0.00,0.00,14480000000.0,0.00,N/A,2.74,7120000000.0,14480000000.0,7120000000.0,8439999999.999999,8439999999.999999,8.96,8.96,5390000000.0,1.01,0.16,71.05,N/A,2.45,1.14,N/A,Health Care,status
77,N/A,N/A,brcm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Health Care,status
78,N/A,N/A,brk-b,N/A,N/A,N/A,N/A,N/A,N/A,22.01,2.03,0.00,0.00,12.51,236980000000.0,236980000000.0,109.75,481520000000.0,22.01,24.02,3.48,0.00,0.00,0.00,38790000000.0,0.00,N/A,8.84,101050000000.0,38790000000.0,101050000000.0,101490000000.0,101490000000.0,766.88,766.88,44940000000.0,0.80,9770000.0,9770000.0,N/A,3.2,0.90,N/A,Health Care,status
79,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,N/A,46.78,4.07,4.95,0.00,17.17,8830000000.0,8830000000.0,6.46,35910000000.0,46.78,18.81,2.05,0.00,0.00,0.00,5960000000.0,0.00,N/A,0.56,5680000000.0,5960000000.0,5680000000.0,5680000000.0,5680000000.0,5.28,5.28,1020000000.0,0.84,0.51,93.69,N/A,1.48,0.96,N/A,Health Care,status
80,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,N/A,14.80,0.65,1.43,0.00,12.50,5490000000.0,5490000000.0,93.45,3540000000.0,14.80,14.80,0.24,0.00,0.00,0.00,607700000.0,0.00,N/A,6.37,1660000000.0,607700000.0,1660000000.0,1660000000.0,1660000000.0,23.78,23.78,768300000.0,20.09,13.59,0.00,N/A,5.25,0.00,N/A,Health Care,status
81,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,N/A,61.33,1.22,3.21,0.00,12.42,9470000000.0,9470000000.0,44.92,11600000000.0,61.33,13.29,1.89,0.00,0.00,0.00,1930000000.0,0.00,N/A,0.90,414300000.0,1930000000.0,414300000.0,2400000000.0,2400000000.0,17.11,17.11,1070000000.0000001,1.92,0.59,105.28,N/A,6.67,6.71,N/A,Consumer Discretionary,status
82,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,N/A,43.09,8.38,3.49,0.00,34.38,2600000000.0,2600000000.0,16.86,21760000000.0,43.09,45.24,92.29,0.00,0.00,0.00,1630000000.0,0.00,N/A,2.95,493060000.0,1630000000.0,493060000.0,10230000000.0,10230000000.0,36.38,36.38,885800000.0,0.89,0.59,99.56,N/A,3.77,1.96,N/A,Real Estate,status
83,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,N/A,14.57,3.10,0.96,0.00,35.90,64319999999.99999,64319999999.99999,23.39,199650000000.0,14.57,12.76,1.32,0.00,0.00,0.00,62560000000.0,0.00,N/A,5.18,698870000000.0,62560000000.0,698870000000.0,484680000000.0,484680000000.0,78.81,78.81,22290000000.0,1.65,0.12,81.81,N/A,0.02,0.00,N/A,Financials,status
84,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,N/A,18.44,3.41,2.35,0.00,27.15,4080000000.0,4080000000.0,9.84,13890000000.0,18.44,12.96,5.00,0.00,0.00,0.00,3220000000.0,0.00,N/A,1.80,2820000000.0,3220000000.0,2820000000.0,2920000000.0,2920000000.0,14.10,14.10,1230000000.0,0.61,24.99,71.98,N/A,2.69,2.80,N/A,Information Technology,status
85,N/A,N/A,cab,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,status
86,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,N/A,26.94,1.98,4.03,0.00,14.42,7740000000.0,7740000000.0,18.16,15310000000.0,26.94,18.37,1.65,0.00,0.00,0.00,2340000000.0,0.00,N/A,1.39,251400000.0,2340000000.0,251400000.0,3290000000.0,3290000000.0,9.29,9.29,985600000.0,0.28,0.16,82.02,N/A,2.46,2.51,N/A,Consumer Staples,status
87,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,N/A,14.62,0.14,2.73,0.99,1.81,3.96,18.98,410.02,18530000000.0,22180000000.0,10.77,1.87,0.17,7.23,0.17,6540000000.0,7.23,N/A,4.03,17.50,5.00,6880000000.0,21.74,10420000000.0,1.34,21.54,1180000000.0,0.91,0.41,90.84,N/A,4.82,3.67,N/A,Health Care,status
88,N/A,N/A,cam,N/A,N/A,N/A,N/A,N/A,N/A,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,N/A,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,N/A,N/A,N/A,N/A,N/A,N/A,Health Care,status
89,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,N/A,207.04,2.29,4.28,0.00,5.25,347320000.0,347320000.0,9.85,796050000.0,207.04,16.69,0.98,0.00,0.00,0.00,143350000.0,0.00,N/A,0.11,130639999.99999999,143350000.0,130639999.99999999,150510000.0,150510000.0,5.23,5.23,42490000.0,1.38,3.64,72.46,N/A,8.29,7.81,N/A,Health Care,status
90,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,N/A,790.61,2.00,5.97,0.00,8.93,42140000000.0,42140000000.0,71.52,84200000000.0,790.61,18.12,0.56,0.00,0.00,0.00,9630000000.0,0.00,N/A,0.18,8740000000.0,9630000000.0,8740000000.0,35930000000.0,35930000000.0,23.70,23.70,6790000000.0,1.60,0.15,70.42,N/A,4.9,3.54,N/A,Industrials,status
91,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,N/A,13.33,2.17,1.40,0.00,14.87,32460000000.0,32460000000.0,69.38,70390000000.0,13.33,14.12,5.08,0.00,0.00,0.00,9010000000.0,0.00,N/A,11.38,4080000000.0,9010000000.0,4080000000.0,16050000000.0,16050000000.0,108.19,108.19,4870000000.0,0.84,0.53,89.51,N/A,2.86,0.83,N/A,Financials,status
92,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,N/A,21.08,1.08,4.11,5.21,6.59,5.36,21.76,39.63,14450000000.0,17630000000.0,15.54,1.44,1.32,13.95,1.32,1170000000.0,13.95,N/A,2.05,62.10,4.20,535679999.99999994,1.59,3610000000.0,1.27,10.50,469600000.0,2.22,0.92,95.24,N/A,0.08,0.00,N/A,Real Estate,status
93,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,N/A,145.32,1.65,8.76,0.00,21.17,13290000000.0,13290000000.0,32.45,21870000000.0,145.32,11.40,0.92,0.00,0.00,0.00,3040000000.0,0.00,N/A,0.39,9690000000.0,3040000000.0,9690000000.0,9690000000.0,9690000000.0,6.52,6.52,1370000000.0,1.37,10.84,0.00,N/A,0.00,0.00,N/A,Consumer Discretionary,status
94,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,N/A,20.80,1.46,2.45,7.11,12.16,4.46,12.18,27.00,19050000000.0,26410000000.0,14.67,0.95,2.02,12.49,2.02,3590000000.0,12.49,N/A,1.91,97.40,40.70,362670000.0,0.75,7520000000.0,0.93,16.20,1630000000.0,0.73,0.63,0.00,N/A,2.21,1.64,N/A,Consumer Discretionary,status
95,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,N/A,89.82,11.02,5.43,0.00,26.20,4150000000.0000005,4150000000.0000005,11.27,45730000000.0,89.82,93.02,6.52,0.00,0.00,0.00,2480000000.0,0.00,N/A,1.25,6720000000.0,2480000000.0,6720000000.0,15200000000.0,15200000000.0,20.73,20.73,1890000000.0,0.19,0.34,100.81,N/A,2.38,1.55,N/A,Real Estate,status
96,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,N/A,17.95,2.76,1.97,15.52,19.13,5.14,11.34,23.71,47490000000.0,56300000000.0,15.35,1.37,3.28,11.06,3.28,7010000000.0,11.06,N/A,3.68,6.70,8.20,0.68,0.68,9200000000.0,0.21,33.53,5320000000.0,0.89,23.90,79.91,N/A,4.55,4.08,N/A,Consumer Discretionary,status
97,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,N/A,31.63,6.60,9.46,21.34,35.59,9.54,37.19,15.67,80420000000.0,84820000000.0,11.71,0.68,6.96,17.55,6.96,10790000000.0,17.55,N/A,3.23,77.40,18.70,10140000000.0,12.97,14290000000.0,4.05,10.80,4450000000.0,1.26,0.25,82.24,N/A,2.63,1.17,N/A,Health Care,status
98,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,N/A,35.46,4.76,5.34,13.73,20.17,10.43,16.00,14.68,23330000000.0,23350000000.0,26.99,1.77,4.77,17.02,4.77,4019999999.9999995,17.02,N/A,1.98,7.90,6.00,636990000.0,1.92,543410000.0,2.39,13.14,1150000000.0,0.89,4.80,83.89,N/A,9.43,4.99,N/A,Health Care,status
99,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,N/A,163.43,2.25,2.68,0.00,4.75,3900000000.0,3900000000.0,16.72,8770000000.0,163.43,163.43,2.29,0.00,0.00,0.00,1040000000.0,0.00,N/A,1.59,1990000000.0,1040000000.0,1990000000.0,5790000000.0,5790000000.0,14.02,14.02,1430000000.0,1.16,6.94,32.67,N/A,8.11,17.32,N/A,Materials,status
100,N/A,N/A,cfn,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Materials,status
101,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,N/A,5.53,0.40,1.56,9.98,5.89,2.68,9250000000.0,10.63,3660000000.0,14450000000.0,5.53,1.06,1.56,9.66,1.56,1500000000.0,9.66,N/A,33.88,0.01,41.00,0.01,0.01,9850000000.0,0.58,2.93,1850000000.0,2.37,0.93,66.77,N/A,5.01,22.54,N/A,Energy,status
102,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,N/A,25.38,0.87,9.10,3.49,5.57,13.24,37.27,98.07,12060000000.0,13220000000.0,23.33,5.16,0.95,15.58,0.95,2280000000.0,15.58,N/A,3.41,22.40,12.40,273180000.0,1.95,1340000000.0,1.27,9.51,432160000.0,0.58,1.11,100.15,N/A,9.74,15.24,N/A,Industrials,status
103,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,N/A,24.05,1.25,3.62,0.00,10.60,41030000000.0,41030000000.0,161.75,51380000000.0,24.05,18.20,1.45,0.00,0.00,0.00,15180000000.0,0.00,N/A,8.67,3830000000.0,15180000000.0,3830000000.0,5350000000.0,5350000000.0,57.56,57.56,4360000000.0,0.38,2.58,90.66,N/A,2.3,1.18,N/A,Health Care,status
104,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,N/A,5.30,4.28,0.97,0.00,89.21,809840000.0,809840000.0,4.31,3460000000.0,5.30,7.66,24.44,0.00,0.00,0.00,586210000.0,0.00,N/A,3.48,60580000.0,586210000.0,60580000.0,16629999999.999998,16629999999.999998,19.05,19.05,598210000.0,0.95,0.64,52.89,N/A,3.21,2.31,N/A,Health Care,status
105,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,N/A,21.35,2.17,1.66,0.00,12.68,5630000000.0,5630000000.0,34.27,12230000000.0,21.35,24.19,39.54,0.00,0.00,0.00,3.49,0.00,N/A,3.49,44.99,3.49,44.99,44.99,44.99,44.99,44.99,1010000000.0,0.72,9.09,66.45,N/A,8.54,2.62,N/A,Financials,status
106,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,N/A,27.14,4.23,4.59,15.83,26.19,19.80,172.13,17.11,64140000000.0,69650000000.0,23.79,3.34,4.59,15.75,4.59,9120000000.0,15.75,N/A,2.69,12.70,0.50,1400000000.0,1.59,6520000000.0,1.21,0.28,3130000000.0,0.69,0.35,75.57,N/A,2.75,0.98,N/A,Consumer Staples,status
107,N/A,N/A,cldx,N/A,N/A,N/A,N/A,N/A,N/A,3.20,41.84,1.60,0.00,270.87,24.34,53.51,0.08,395720000.0,219490000.0,3.20,41.84,23.21,1.90,23.21,6790000.0,1.90,N/A,1.09,153980000.0,175.70,153980000.0,1.2,5.56,5.56,1.82,100350000.0,2.43,0.62,54.23,N/A,13.59,12.61,N/A,Consumer Staples,status
108,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,N/A,31.28,0.86,1.44,2.44,16.35,12.32,2340000000.0,9.37,2020000000.0,3360000000.0,8.32,0.27,1.44,7.00,1.44,389300000.0,7.00,N/A,0.22,148.40,14.70,321500000.0,1.08,1660000000.0,2.20,2.66,390100000.0,1.71,0.82,58.35,N/A,3.1,14.44,N/A,Consumer Staples,status
109,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,N/A,26.17,3.01,33.24,11.74,18.57,15.26,167.58,46.32,18010000000.0,19750000000.0,23.16,3.92,3.31,15.71,3.31,2670000000.0,15.71,N/A,5.34,21.80,2.90,3.24,3.24,2200000000.0,0.84,4.20,579120000.0,0.19,0.10,75.88,N/A,6.83,3.73,N/A,Consumer Staples,status
110,N/A,N/A,cma,N/A,N/A,N/A,N/A,N/A,N/A,18.98,4.91,1.81,0.00,42.22,2970000000.0,2970000000.0,17.11,14570000000.0,18.98,15.72,0.66,0.00,0.00,0.00,4.41,0.00,N/A,4.41,6320000000.0,4.41,6320000000.0,5240000000.0,5240000000.0,46.27,46.27,1.66,1.66,0.76,85.89,N/A,2.35,2.66,N/A,Financials,status
111,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,N/A,19.36,2.14,3.29,11.45,21.26,6.29,17.44,17.63,179610000000.0,242010000000.0,17.31,2.12,2.88,8.71,2.88,55940000000.0,8.71,N/A,1.99,23.90,9.80,2690000000.0,0.57,63570000000.0,0.67,11.67,20260000000.0,1.23,0.68,84.44,N/A,2.78,1.06,N/A,Consumer Discretionary,status
112,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,N/A,30.78,14.22,2.46,46.05,62.89,1.94,7.94,10.67,51310000000.0,51620000000.0,28.19,2.76,14.30,20.74,14.30,3470000000.0,20.74,N/A,4.90,29.90,2.00,1450000000.0,4.26,2230000000.0,1.04,61.35,1790000000.0,0.79,0.63,86.13,N/A,3.69,1.47,N/A,Financials,status
113,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,N/A,66.12,1.97,6.06,0.00,5.75,4400000000.0,4400000000.0,153.46,8680000000.0,66.12,32.93,0.42,0.00,0.00,0.00,498210000.0,0.00,N/A,4.65,548360000.0,498210000.0,548360000.0,50.73,50.73,50.73,50.73,202560000.0,0.08,2.83,52.61,N/A,5.48,17.88,N/A,Consumer Discretionary,status
114,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,N/A,18.65,1.49,3.68,8.10,9.78,7.17,20.54,109.54,27390000000.0,27800000000.0,1.49,1.49,1.51,11.85,1.51,4450000000.0,11.85,N/A,8.85,4.40,12.10,1470000000.0,8.78,1800000000.0,1.76,44.87,2020000000.0,0.82,0.26,85.10,N/A,2.68,2.01,N/A,Industrials,status
115,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,N/A,25.12,2.15,3.15,8.52,20.32,3.90,12.81,23.34,14010000000.0,23960000000.0,21.35,3.09,3.68,11.65,3.68,2390000000.0,11.65,N/A,1.98,25.80,5.70,1.49,1.49,10030000000.0,1.04,15.80,1650000000.0,0.07,0.55,93.96,N/A,2.77,2.13,N/A,Utilities,status
116,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,N/A,21.09,1.44,3.57,6.86,11.57,2.97,17.44,20.54,12730000000.0,20160000000.0,20.65,3.04,2.28,9.67,2.28,2470000000.0,9.67,N/A,1.40,1330000000.0,36.10,1330000000.0,3.1,8700000000.0,0.94,8.27,1550000000.0,0.51,0.19,80.73,N/A,2.73,2.01,N/A,Utilities,status
117,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,N/A,26.62,1.41,0.87,0.00,7.67,2430000000.0,2430000000.0,10.57,3430000000.0,26.62,26.62,3.91,0.00,0.00,0.00,656270000.0,0.00,N/A,0.66,285710000.0,656270000.0,285710000.0,2540000000.0,2540000000.0,17.15,17.15,553200000.0,1.35,1.03,102.20,N/A,8.81,15.16,N/A,Utilities,status
118,N/A,N/A,cof,N/A,N/A,N/A,N/A,N/A,N/A,13.52,2.32,1.00,0.00,30.52,19410000000.0,19410000000.0,40.14,44950000000.0,13.52,10.73,1.61,0.00,0.00,0.00,3480000000.0,0.00,N/A,6.86,9230000000.0,3480000000.0,9230000000.0,60490000000.0,60490000000.0,92.51,92.51,12090000000.0,1.32,0.66,89.60,N/A,1.99,1.24,N/A,Financials,status
119,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,N/A,29.27,8.35,5.02,11.06,11.49,2.12,6.37,3.42,13260000000.0,14270000000.0,29.27,1.39,8.98,16.18,8.98,607650000.0,16.18,N/A,0.38,516530000.0,63.00,516530000.0,1.12,1520000000.0,3.14,5.71,770030000.0,0.81,1.49,97.21,N/A,3.01,4.71,N/A,Energy,status
120,N/A,N/A,coh,N/A,N/A,N/A,N/A,N/A,N/A,19.15,2.53,3.76,13.17,17.61,9.21,20.79,15.99,11370000000.0,10230000000.0,14.93,1.70,2.28,10.20,2.28,2.09,10.20,N/A,2.09,86.10,1.80,3080000000.0,10.91,1580000000.0,5.24,10.65,853800000.0,0.53,6920000.0,6920000.0,N/A,2.68,2.47,N/A,Energy,status
121,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,N/A,26.37,3.58,3.85,11.52,18.92,5.52,18.13,44.23,21740000000.0,28700000000.0,17.26,1.53,4.72,21.32,4.72,1950000000.0,21.32,N/A,5.04,16.40,57.00,3.56,3.56,7780000000.0,1.70,34.50,619880000.0,0.65,0.36,74.57,N/A,1.59,3.58,N/A,Industrials,status
122,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,N/A,32.75,2.21,2.08,14.02,3.74,0.75,11.33,22.54,61860000000.0,74630000000.0,32.75,2.72,2.66,9.95,2.66,8029999999.999999,9.95,N/A,3.17,11800000000.0,28.20,11800000000.0,9.7,23470000000.0,2.00,24.89,6260000000.0,1.44,0.09,71.65,N/A,2.55,2.55,N/A,Energy,status
123,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,N/A,30.45,0.63,7.51,2.08,3.19,7.39,23.19,294.28,80900000000.0,81820000000.0,26.22,3.01,0.63,15.29,0.63,17140000000.0,15.29,N/A,6.08,18.00,15.70,5780000000.0,13.22,6660000000.0,0.99,24.65,0.99,0.99,0.67,73.05,N/A,3.11,3.32,N/A,Consumer Staples,status
124,N/A,N/A,cov,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Staples,status
125,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,N/A,17.03,1.87,9.05,11.24,21.36,13.53,55.82,25.87,14790000000.0,17960000000.0,15.93,5.16,2.28,8.97,2.28,3060000000.0,8.97,N/A,2.89,1.06,1.40,1.06,1.06,3560000000.0,0.79,5.44,1290000000.0,0.02,41.94,48.25,N/A,5.22,5.08,N/A,Consumer Staples,status
126,N/A,N/A,crm,N/A,N/A,N/A,N/A,N/A,N/A,60.37,7.99,8.83,0.85,0.40,0.15,1.10,13.36,73490000000.0,73490000000.0,60.37,3.11,7.83,158.35,7.83,6160000000.0,158.35,N/A,0.11,92.30,25.80,3500000000.0,4.87,2580000000.0,0.77,11.76,2420000000.0,1.52,5.05,87.89,N/A,0.00,0.00,N/A,Information Technology,status
127,N/A,N/A,csc,N/A,N/A,N/A,N/A,N/A,N/A,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,N/A,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,status
128,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,N/A,19.79,3.87,2.83,20.02,26.60,6.35,14.81,9.58,185880000000.0,149420000000.0,14.52,1.63,3.11,10.15,3.11,30220000000.0,10.15,N/A,1.90,13.80,4.00,70490000000.0,14.23,33720000000.0,3.04,13.27,13880000000.0,1.54,0.07,77.84,N/A,2.31,0.69,N/A,Information Technology,status
129,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,N/A,28.94,4.33,4.67,15.45,33.25,6.85,15.85,12.57,50170000000.0,61970000000.0,20.87,1.59,5.35,11.97,5.35,8289999999.999999,11.97,N/A,1.94,0.90,1.20,0.78,0.78,11810000000.0,1.05,12.03,3410000000.0,1.29,5.06,72.00,N/A,2.23,2.22,N/A,Industrials,status
130,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,N/A,30.88,2.95,6.52,9.88,15.86,10.20,21.18,53.84,16739999999.999998,19360000000.0,25.86,2.25,3.42,17.27,3.42,2380000000.0,17.27,N/A,5.10,57.30,27.20,213040000.0,2840000000.0,2840000000.0,1.84,24.17,860660000.0,0.90,14.82,69.03,N/A,5.47,4.07,N/A,Industrials,status
131,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,N/A,20.72,0.90,0.60,2.20,13.43,2.91,2.76,31.40,15290000000.0,32590000000.000004,11.92,0.57,1.92,5.38,1.92,9700000000.0,5.38,N/A,0.69,91.30,7.00,0.62,0.62,25080000000.0,0.90,23.80,3750000000.0,0.86,0.75,52.61,N/A,9.47,20.77,N/A,Telecommunication Services,status
132,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,N/A,22.89,2.98,4.02,13.35,16.77,10.94,18.55,23.47,42080000000.0,39300000000.0,16.40,1.39,2.78,14.16,2.78,5380000000.0,14.16,N/A,3.12,86.50,8.90,4380000000.0,7.41,9.45,3.35,17.77,1980000000.0,1.07,0.55,90.14,N/A,2.72,1.33,N/A,Information Technology,status
133,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,N/A,29.77,3.87,7.10,13.61,21.93,8.47,25.98,22.34,13310000000.0,13430000000.0,18.44,2.28,3.90,13.60,3.90,2860000000.0,13.60,N/A,2.97,10.00,2.90,1360000000.0,8.95,1400000000.0,1.35,12.44,947260000.0,1.57,1.05,97.38,N/A,4.84,3.36,N/A,Information Technology,status
